,isin,nome,ticker,benchmark,ter,areaBenchmark,emittente,strumento,dataSource,startDate,endDate,volAvg
977,IE00BYTYHQ58,BOOST SP500 VIX SH-TER FUT 2.25X LEV DAY,VIXL.MI,S&P 500 VIX SHORT-TERM FUTURES INDEX ER,0.0099,EQUITY LEVERAGED LONG 3X,BOOST,ETN,IE00BYTYHQ58,2016-03-21,2019-04-04,23880795
978,IE00BYTYHN28,BOOST EMERGING MKT 3X LEVERAGE DAILY ETP,3EML.MI,BNP PARIBAS EMERGING EQUITIES FUTURES INDEX,0.0099,EQUITY LEVERAGED LONG 3X,BOOST,ETN,IE00BYTYHN28,2016-03-17,2019-04-04,937
979,IE00B8GKPP93,BOOST SHORTDAX 3X DAILY,3DES.MI,SHORTDAX X3 TR EUR,0.008,EQUITY LEVERAGED SHORT 3X,BOOST,ETN,IE00B8GKPP93,2013-10-31,2019-04-04,29785
980,IE00B8JF9153,BOOST EURO STOXX 50 3X SHORT DAILY,3EUS.MI,EURO STOXX 50 DAILY SHORT 3 EUR GROSS RETURN,0.008,EQUITY LEVERAGED SHORT 3X,BOOST,ETN,IE00B8JF9153,2013-10-31,2019-04-04,70495
981,IE00B873CW36,BOOST FTSE MIB 3X SHORT DAILY,3ITS.MI,FTSE MIB ULTRA SHORT STRATEGY RT GR,0.008,EQUITY LEVERAGED SHORT 3X,BOOST,ETN,IE00B873CW36,2013-10-31,2019-04-04,205092
982,IE00B8VZVH32,BOOST NASDAQ 100 3X SHORT DAILY,QQQS.MI,NASDAQ-100 3X INVERSE TR,0.008,EQUITY LEVERAGED SHORT 3X,BOOST,ETN,IE00B8VZVH32,2014-02-25,2019-04-04,637358
983,IE00B8K7KM88,BOOST S&P500 3X SHORT DAILY,3USS.MI,S&P 500 TRN USD,0.008,EQUITY LEVERAGED SHORT 3X,BOOST,ETN,IE00B8K7KM88,2014-02-25,2019-04-04,287951
984,JE00B7QK5303,ETFS 3X DAILY SHORT FTSE 100,UK3S.MI,FTSE 100 DAILY ULTRA SHORT STRATEGY GROSS TR,0.0082,EQUITY LEVERAGED SHORT 3X,ETFS SECURITIES,ETN,JE00B7QK5303,2014-05-27,2019-04-04,10727
985,JE00B83F5M43,ETFS 3X DAILY SHORT CAC 40,FR3S.MI,CAC 40 X3 SHORT GR,0.0082,EQUITY LEVERAGED SHORT 3X,ETFS SECURITIES,ETN,JE00B83F5M43,2014-05-27,2019-04-04,26358
986,JE00B894R074,ETFS 3X DAILY SHORT FTSE MIB,IT3S.MI,FTSE MIB ULTRA SHORT STRATEGY RT GR,0.0082,EQUITY LEVERAGED SHORT 3X,ETFS SECURITIES,ETN,JE00B894R074,2014-05-27,2019-04-04,1424311
987,JE00B97CQD62,ETFS 3X DAILY SHORT EURO STOXX 50,EU3S.MI,EURO STOXX 50 DAILY SHORT 3 EUR GROSS RETURN,0.0082,EQUITY LEVERAGED SHORT 3X,ETFS SECURITIES,ETN,JE00B97CQD62,2014-05-27,2019-04-04,20382
988,JE00B984KF15,ETFS 3X DAILY SHORT DAX 30,GE3S.MI,SHORTDAX X3 TR EUR,0.0082,EQUITY LEVERAGED SHORT 3X,ETFS SECURITIES,ETN,JE00B984KF15,2014-05-27,2019-04-04,185895
989,XS1101724869,SG ETC FTSE MIB -3X DAILY SHT COLLATERAL,MIB3S.MI,FTSE MIB ULTRA SHORT STRATEGY RT GR,0.0069,EQUITY LEVERAGED SHORT 3X,SOCIETE GENERALE,ETN,XS1101724869,2016-05-24,2019-04-04,14121
990,XS1101722228,SG ETC DAX -3X DAILY SHORT COLLATERAL,DAX3S.MI,SHORTDAX X3 TR EUR,0.0069,EQUITY LEVERAGED SHORT 3X,SOCIETE GENERALE,ETN,XS1101722228,2016-05-24,2019-04-04,3579
992,IE00BLS09P63,BOOST EURO STOXX BANKS 3X SHORT DAILY,3BAS.MI,EURO STOXX BANKS DAILY TRIPLE SHORT TR,0.0089,EQUITY LEVERAGED SHORT 3X,BOOST,ETN,IE00BLS09P63,2014-12-09,2019-04-04,21387
993,JE00B97D3F07,ETFS 3X DAILY SHORT FTSE CHINA 50,CH3S.MI,FTSE CHINA 50 3X DAILY LEVERAGED,0.0103,EQUITY LEVERAGED SHORT 3X,ETFS SECURITIES,ETN,JE00B97D3F07,2015-11-03,2019-04-04,8604
994,IE00BYTYHM11,BOOST EMERGING MKT 3X SHORT DAILY ETP,3EMS.MI,BNP PARIBAS EMERGING EQUITIES FUTURES INDEX,0.0099,EQUITY LEVERAGED SHORT 3X,BOOST,ETN,IE00BYTYHM11,2016-03-17,2019-04-04,512
995,JE00B2NFT427,ETFS 2X DAILY LONG AGRICULTURE,LAGR.MI,BLOOMBERG AGRICULTURE SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LAGR.MI,2009-05-26,2019-04-04,203
996,JE00B2NFTC05,ETFS 2X DAILY LONG ALUMINIUM,LALU.MI,DOW JONES-UBS ALUMINUM SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LALU.MI,2009-05-26,2019-04-04,10254
997,JE00B2NFTF36,ETFS 2X DAILY LONG COPPER,LCOP.MI,DOW JONES-UBS COPPER SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LCOP.MI,2009-06-15,2019-04-04,11134
998,JE00B2NFTL95,ETFS 2X DAILY LONG GOLD,LBUL.MI,DOW JONES-UBS GOLD SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LBUL.MI,2009-05-26,2019-04-04,4793
999,JE00B2NFTS64,ETFS 2X DAILY LONG SILVER,LSIL.MI,DOW JONES-UBS SILVER SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LSIL.MI,2009-05-26,2019-04-04,26694
1000,JE00B2NFV134,ETFS 2X DAILY LONG PLATINUM,LPLA.MI,DOW JONES-UBS PLATINUM SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LPLA.MI,2009-05-26,2019-04-04,57109
1001,JE00B2NFV571,ETFS 2X DAILY LONG ALL COMMODITIES,LALL.MI,BLOOMBERG COMMODITY INDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LALL.MI,2009-05-26,2019-04-04,197
1003,JE00B2NFV803,ETFS 2X DAILY LONG COCOA,LCOC.MI,DOW JONES-UBS COCOA SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LCOC.MI,2012-01-04,2019-04-04,91030
1004,JE00B2NFTG43,ETFS 2X DAILY LONG CORN,LCOR.MI,DOW JONES-UBS CORN SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LCOR.MI,2012-01-04,2019-04-04,10034
1005,JE00B2NFTH59,ETFS 2X DAILY LONG COTTON,LCTO.MI,DOW JONES-UBS COTTON SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LCTO.MI,2012-01-04,2019-04-04,1427
1006,JE00B2NFTK88,ETFS 2X DAILY LONG GASOLINE,LGAS.MI,DOW JONES-UBS UNLEADED GASOLINE SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LGAS.MI,2012-01-04,2019-04-04,4654
1007,JE00B2NFTM03,ETFS 2X DAILY LONG HEATING OIL,LHEO.MI,DOW JONES-UBS HEATING OIL SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LHEO.MI,2012-01-04,2019-04-04,2
1008,JE00B2NFTP34,ETFS 2X DAILY LONG LIVE CATTLE,LLCT.MI,DOW JONES-UBS LIVE CATTLE SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LLCT.MI,2012-01-04,2019-04-04,45
1009,JE00B2NFTZ32,ETFS 2X DAILY LONG LEAD,LLEA.MI,DOW JONES-UBS LEAD SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LLEA.MI,2012-01-04,2019-04-04,677
1012,JE00B2NFTW01,ETFS 2X DAILY LONG SUGAR,LSUG.MI,DOW JONES-UBS SUGAR SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LSUG.MI,2012-01-04,2019-04-04,18156
1013,JE00B2NFTT71,ETFS 2X DAILY LONG SOYBEAN OIL,LSYO.MI,DOW JONES-UBS SOYBEAN OIL SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LSYO.MI,2012-01-04,2019-04-04,12823
1014,JE00B2NFV241,ETFS 2X DAILY LONG TIN,LTIM.MI,DOW JONES-UBS TIN SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LTIM.MI,2012-01-04,2019-04-04,4
1015,JE00B2NFTY25,ETFS 2X DAILY LONG ZINC,LZIC.MI,DOW JONES-UBS ZINC SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LZIC.MI,2012-01-04,2019-04-04,2162
1016,JE00B2NFT757,ETFS 2X DAILY LONG GRAINS,LGRA.MI,BLOOMBERG GRAINS SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LGRA.MI,2012-01-04,2019-04-04,362
1017,JE00B2NFV688,ETFS 2X DAILY LONG INDUSTRIAL METAL,LIME.MI,BLOOMBERG INDUSTRIAL METALS SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LIME.MI,2012-01-04,2019-04-04,30
1018,JE00B2NFT864,ETFS 2X DAILY LONG LIVESTOCK,LLST.MI,BLOOMBERG LIVESTOCK SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LLST.MI,2012-01-04,2019-04-04,33
1019,JE00B2NFT641,ETFS 2X DAILY LONG EX-ENERGY,LNEY.MI,BLOOMBERG EXENERGY SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LNEY.MI,2012-01-04,2019-04-04,1
1020,JE00B2NFT534,ETFS 2X DAILY LONG ENERGY,LNRG.MI,BLOOMBERG ENERGY SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LNRG.MI,2012-01-04,2019-04-04,107
1021,JE00B2NFV795,ETFS 2X DAILY LONG PRECIOUS METALS,LPMT.MI,BLOOMBERG PRECIOUS METALS SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LPMT.MI,2012-01-04,2019-04-04,0
1022,JE00B2NFTB97,ETFS 2X DAILY LONG SOFTS,LSFT.MI,BLOOMBERG SOFTS SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LSFT.MI,2012-01-04,2019-04-04,57
1023,IE00B94QLN63,BOOST PALLADIUM 2X LEVERAGE DAILY,2PAL.MI,NASDAQ COMMODITY PALLADIUM ER,0.0095,ETC LEVERAGED,BOOST,ETC,IE00B94QLN63,2014-07-23,2019-04-04,1320
1024,IE00BVFZGG42,BOOST WTI OIL 2X LEVERAGE DAILY ETP,2OIL.MI,NASDAQ COMMODITY CRUDE OIL ER,0.0065,ETC LEVERAGED,BOOST,ETC,IE00BVFZGG42,2015-04-09,2019-04-04,1077
1025,JE00BDD9Q733,ETFS 2X DAILY LONG PETROLEUM,LPET.MI,BLOOMBERG PETROLEUM SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LPET.MI,2012-01-04,2019-04-04,66
1026,JE00BDD9Q840,ETFS 2X DAILY LONG WTI CRUDE OIL,LOIL.MI,DOW JONES-UBS WTI CRUDE OIL SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,JE00BDD9Q840,2009-05-26,2019-04-04,44868
1027,JE00BDD9Q956,ETFS 2X DAILY LONG NATURAL GAS,LNGA.MI,DOW JONES-UBS NATURAL GAS SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LNGA.MI,2009-05-26,2019-04-04,12350
1028,JE00BDD9QB77,ETFS 2X DAILY LONG NICKEL,LNIK.MI,DOW JONES-UBS NICKEL SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LNIK.MI,2012-01-04,2019-04-04,1047
1029,JE00BDD9QC84,ETFS 2X DAILY LONG WHEAT,LWEA.MI,DOW JONES-UBS WHEAT SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LWEA.MI,2009-05-26,2019-04-04,10528
1030,JE00BDD9QD91,ETFS 2X DAILY LONG BRENT CRUDE,LBRT.MI,DOW JONES-UBS BRENT CRUDE SUBINDEX,0.0103,ETC LEVERAGED,ETFS SECURITIES,ETC,LBRT.MI,2012-08-30,2019-04-04,2864
1031,XS1526242802,SG ETC SILVER +2X DAILY LEVERAG COLLAT,SLVR2L.MI,SILVER FUTURES X2 LEVERAGED INDEX,0.0065,ETC LEVERAGED,SOCIETE GENERALE,ETC,XS1526242802,2017-05-31,2019-04-04,0
1032,XS1526243016,SG ETC NATURAL GAS +2X DAILY LEV COLLAT,GAS2L.MI,NATURAL GAS FUTURES X2 LEVERAGED INDEX,0.0065,ETC LEVERAGED,SOCIETE GENERALE,ETC,XS1526243016,2017-05-31,2019-04-04,5
1033,XS1526243107,SG ETC GOLD +2X DAILY LEVERAGED COLLAT,GOLD2L.MI,GOLD FUTURES X2 LEVERAGED INDEX,0.0065,ETC LEVERAGED,SOCIETE GENERALE,ETC,XS1526243107,2017-05-31,2019-04-04,0
1034,XS1526243289,SG ETC WTI +2X DAILY LEVERAGED COLLAT,OIL2L.MI,WTI FUTURES X2 LEVERAGED INDEX,0.0065,ETC LEVERAGED,SOCIETE GENERALE,ETC,XS1526243289,2017-05-31,2019-04-04,0
1035,IE00B8VC8061,BOOST NATURAL GAS 3X LEVERAGE DAILY,3NGL.MI,NASDAQ COMMODITY NATURAL GAS ER,0.0099,ETC LEVERAGED 3X,BOOST,ETC,IE00B8VC8061,2013-10-31,2019-04-04,21564060
1036,IE00B7XD2195,BOOST SILVER 3X LEVERAGE DAILY,3SIL.MI,NASDAQ COMMODITY SILVER ER,0.0099,ETC LEVERAGED 3X,BOOST,ETC,IE00B7XD2195,2013-11-27,2019-04-04,219471
1037,IE00B7ZQC614,BOOST WTI OIL 3X LEVERAGE DAILY,3OIL.MI,NASDAQ COMMODITY CRUDE OIL ER,0.0099,ETC LEVERAGED 3X,BOOST,ETC,IE00B7ZQC614,2013-12-12,2019-04-04,13824460
1038,IE00B8HGT870,BOOST GOLD 3X LEVERAGE DAILY,3GOL.MI,NASDAQ COMMODITY GOLD ER,0.0099,ETC LEVERAGED 3X,BOOST,ETC,IE00B8HGT870,2013-12-12,2019-04-04,23335
1039,IE00B8JVMZ80,BOOST COPPER 3X LEVERAGE DAILY,3HCL.MI,NASDAQ COMMODITY HG COPPER ER,0.0099,ETC LEVERAGED 3X,BOOST,ETC,IE00B8JVMZ80,2014-07-23,2019-04-04,9054
1040,XS1073721133,SG ETC GOLD +3X DAILY LEVER COLLATERAL,GOLD3L.MI,SOLACTIVE GOLD FUTURES X3 LEVERAGED INDEX TR,0.0098,ETC LEVERAGED 3X,SOCIETE GENERALE,ETC,GOLD3L.MI,2018-03-14,2019-04-04,226
1042,XS1073721307,SG ETC SILVER +3X DAILY LEVER COLLATERAL,SLVR3L.MI,SOLACTIVE SILVER FUTURES X3 LEVERAGED INDEX TR,0.0098,ETC LEVERAGED 3X,SOCIETE GENERALE,ETC,XS1073721307,2016-05-24,2019-04-04,2092
1044,IE00BYTYHS72,BOOST BRENT OIL 3X LEVERAGE DAILY ETP,3BRL.MI,NASDAQ COMMODITY BRENT CRUDE OIL ER,0.0099,ETC LEVERAGED 3X,BOOST,ETC,IE00BYTYHS72,2015-10-16,2019-04-04,13125
1045,JE00BYQY3Z98,ETFS 3X DAILY LONG COFFEE,3CFL.MI,BLOOMBERG COFFEE SUBINDEX,0.0103,ETC LEVERAGED 3X,ETFS SECURITIES,ETC,JE00BYQY3Z98,2015-11-02,2019-04-04,289292
1046,JE00BYQY4F67,ETFS 3X DAILY LONG COPPER,3CUL.MI,BLOOMBERG COPPER SUBINDEX,0.0103,ETC LEVERAGED 3X,ETFS SECURITIES,ETC,JE00BYQY4F67,2015-11-02,2019-04-04,2016
1047,JE00BYQY4X40,ETFS 3X DAILY LONG GOLD,3AUL.MI,BLOOMBERG GOLD SUBINDEX,0.0103,ETC LEVERAGED 3X,ETFS SECURITIES,ETC,JE00BYQY4X40,2015-11-02,2019-04-04,7387
1048,JE00BYQY5H56,ETFS 3X DAILY LONG NATURAL GAS,NG3L.MI,BLOOMBERG NATURAL GAS SUBINDEX,0.0103,ETC LEVERAGED 3X,ETFS SECURITIES,ETC,JE00BYQY5H56,2015-11-02,2019-04-04,193689
1049,JE00BYQY5X15,ETFS 3X DAILY LONG NICKEL,3NIL.MI,BLOOMBERG NICKEL SUBINDEX,0.0103,ETC LEVERAGED 3X,ETFS SECURITIES,ETC,JE00BYQY5X15,2015-11-02,2019-04-04,7148
1050,JE00BYQY6F08,ETFS 3X DAILY LONG SILVER,SI3L.MI,BLOOMBERG SILVER SUBINDEX,0.0103,ETC LEVERAGED 3X,ETFS SECURITIES,ETC,JE00BYQY6F08,2015-11-02,2019-04-04,2521
1051,JE00BYQY7H96,ETFS 3X DAILY LONG SUGAR,3SUL.MI,BLOOMBERG SUGAR SUBINDEX,0.0103,ETC LEVERAGED 3X,ETFS SECURITIES,ETC,JE00BYQY7H96,2015-11-02,2019-04-04,15477
1052,JE00BYQY8102,ETFS 3X DAILY LONG WHEAT,3WHL.MI,BLOOMBERG WHEAT SUBINDEX,0.0103,ETC LEVERAGED 3X,ETFS SECURITIES,ETC,JE00BYQY8102,2015-11-02,2019-04-04,95888
1053,JE00BYQY8G54,ETFS 3X DAILY LONG WTI CRUDE OIL,3CRL.MI,BLOOMBERG WTI CRUDE OIL SUBINDEX,0.0103,ETC LEVERAGED 3X,ETFS SECURITIES,ETC,JE00BYQY8G54,2015-11-02,2019-04-04,100028
1054,XS1490936645,SG ETC WTI OIL +3X DAI LEVERAGED COLLAT,OILL3.MI,SOLACTIVE WTI FUTURES X3 LEVERAGED INDEX TR,0.0098,ETC LEVERAGED 3X,SOCIETE GENERALE,ETC,XS1490936645,2017-02-21,2019-04-04,191
1055,XS1490936991,SG ETC NATURAL GAS +3X DAI LEVER COLLAT,GASL3.MI,SOLACTIVE NATURAL GAS FUTURES X3 LEVERAGED TR,0.0098,ETC LEVERAGED 3X,SOCIETE GENERALE,ETC,XS1490936991,2017-02-21,2019-04-04,240
1056,IE00B94QL251,BOOST NATURAL GAS 2X SHORT DAILY,2NGS.MI,NASDAQ COMMODITY NATURAL GAS ER,0.007,ETC LEVERAGED SHORT,BOOST,ETC,IE00B94QL251,2014-02-25,2019-04-04,194
1057,IE00B94QL921,BOOST SILVER 2X SHORT DAILY,2SIS.MI,NASDAQ COMMODITY SILVER ER,0.007,ETC LEVERAGED SHORT,BOOST,ETC,IE00B94QL921,2014-02-25,2019-04-04,0
1058,IE00BVFZGH58,BOOST WTI OIL 2X SHORT DAILY ETP,2OIS.MI,NASDAQ COMMODITY CRUDE OIL ER,0.0065,ETC LEVERAGED SHORT,BOOST,ETC,IE00BVFZGH58,2015-04-09,2019-04-04,1150
1059,IE00B76BRD76,BOOST NATURAL GAS 3X SHORT DAILY,3NGS.MI,NASDAQ COMMODITY NATURAL GAS ER,0.0099,ETC LEVERAGED SHORT 3X,BOOST,ETC,IE00B76BRD76,2013-10-31,2019-04-04,394572
1060,IE00B8JG1787,BOOST SILVER 3X SHORT DAILY,3SIS.MI,NASDAQ COMMODITY SILVER ER,0.0099,ETC LEVERAGED SHORT 3X,BOOST,ETC,IE00B8JG1787,2013-11-27,2019-04-04,220
1061,IE00B7SX5Y86,BOOST WTI OIL 3X SHORT DAILY,3OIS.MI,NASDAQ COMMODITY CRUDE OIL ER,0.0099,ETC LEVERAGED SHORT 3X,BOOST,ETC,IE00B7SX5Y86,2013-12-12,2019-04-04,245022
1062,IE00B6X4BP29,BOOST GOLD 3X SHORT DAILY,3GOS.MI,NASDAQ COMMODITY GOLD ER,0.0099,ETC LEVERAGED SHORT 3X,BOOST,ETC,IE00B6X4BP29,2013-12-12,2019-04-04,424
1063,IE00B8KD3F05,BOOST COPPER 3X SHORT DAILY,3HCS.MI,NASDAQ COMMODITY HG COPPER ER,0.0099,ETC LEVERAGED SHORT 3X,BOOST,ETC,IE00B8KD3F05,2014-07-23,2019-04-04,1134
1064,XS1073721216,SG ETC GOLD -3X DAILY SHORT COLLATERAL,GOLD3S.MI,SOLACTIVE GOLD FUTURES X3 SHORT LEVERAGED INDEX TR,0.0098,ETC LEVERAGED SHORT 3X,SOCIETE GENERALE,ETC,XS1073721216,2016-05-24,2019-04-04,11
1065,XS1073721729,SG ETC WTI OIL -3X DAILY SHT COLLATERAL,OIL3S.MI,SOLACTIVE WTI FUTURES X3 SHORT LEVERAGED INDEX TR,0.0098,ETC LEVERAGED SHORT 3X,SOCIETE GENERALE,ETC,XS1073721729,2016-05-24,2019-04-04,10000
1066,XS1073721489,SG ETC SILVER -3X DAILY SHORT COLLATERAL,SLVR3S.MI,SOLACTIVE SILVER FUTURES X3 SHORT LEVERAGED TR,0.0098,ETC LEVERAGED SHORT 3X,SOCIETE GENERALE,ETC,XS1073721489,2016-05-24,2019-04-04,0
1067,XS1073721059,SG ETC NATURAL GAS -3X DAILY SHT COLLAT,GAS3S.MI,SOLACTIVE NATURAL GAS FUTURES X3 SHORT LEV TR,0.0098,ETC LEVERAGED SHORT 3X,SOCIETE GENERALE,ETC,XS1073721059,2016-05-24,2019-04-04,1091
1068,IE00BYTYHR65,BOOST BRENT OIL 3X SHORT DAILY ETP,3BRS.MI,NASDAQ COMMODITY BRENT CRUDE OIL ER,0.0099,ETC LEVERAGED SHORT 3X,BOOST,ETC,IE00BYTYHR65,2015-10-16,2019-04-04,42137
1069,JE00BYQY3K46,ETFS 3X DAILY SHORT COFFEE,3CFS.MI,BLOOMBERG COFFEE SUBINDEX,0.0103,ETC LEVERAGED SHORT 3X,ETFS SECURITIES,ETC,JE00BYQY3K46,2015-11-02,2019-04-04,3183
1070,JE00BYQY4341,ETFS 3X DAILY SHORT COPPER,3CUS.MI,BLOOMBERG COPPER SUBINDEX,0.0103,ETC LEVERAGED SHORT 3X,ETFS SECURITIES,ETC,JE00BYQY4341,2015-11-02,2019-04-04,4056
1071,JE00BYQY4L28,ETFS 3X DAILY SHORT GOLD,3AUS.MI,BLOOMBERG GOLD SUBINDEX,0.0103,ETC LEVERAGED SHORT 3X,ETFS SECURITIES,ETC,JE00BYQY4L28,2015-11-02,2019-04-04,2538
1072,JE00BYQY5082,ETFS 3X DAILY SHORT NATURAL GAS,NG3S.MI,BLOOMBERG NATURAL GAS SUBINDEX,0.0103,ETC LEVERAGED SHORT 3X,ETFS SECURITIES,ETC,JE00BYQY5082,2015-11-02,2019-04-04,13964
1073,JE00BYQY5Q48,ETFS 3X DAILY SHORT NICKEL,3NIS.MI,BLOOMBERG NICKEL SUBINDEX,0.0103,ETC LEVERAGED SHORT 3X,ETFS SECURITIES,ETC,JE00BYQY5Q48,2015-11-02,2019-04-04,40871
1074,JE00BYQY6502,ETFS 3X DAILY SHORT SILVER,SI3S.MI,BLOOMBERG SILVER SUBINDEX,0.0103,ETC LEVERAGED SHORT 3X,ETFS SECURITIES,ETC,JE00BYQY6502,2015-11-02,2019-04-04,11303
1075,JE00BYQY7799,ETFS 3X DAILY SHORT SUGAR,3SUS.MI,BLOOMBERG SUGAR SUBINDEX,0.0103,ETC LEVERAGED SHORT 3X,ETFS SECURITIES,ETC,JE00BYQY7799,2015-11-02,2019-04-04,2555
1076,JE00BYQY7P70,ETFS 3X DAILY SHORT WHEAT,3WHS.MI,BLOOMBERG WHEAT SUBINDEX,0.0103,ETC LEVERAGED SHORT 3X,ETFS SECURITIES,ETC,JE00BYQY7P70,2015-11-02,2019-04-04,972
1077,JE00BYQY8219,ETFS 3X DAILY SHORT WTI CRUDE OIL,3CRS.MI,BLOOMBERG WTI CRUDE OIL SUBINDEX,0.0103,ETC LEVERAGED SHORT 3X,ETFS SECURITIES,ETC,JE00BYQY8219,2015-11-02,2019-04-04,154764
1079,JE00B24DK645,ETFS 1X DAILY SHORT COPPER,SCOP.MI,DOW JONES-UBS COPPER SUBINDEX,0.0103,ETC SHORT,ETFS SECURITIES,ETC,SCOP.MI,2009-05-26,2019-04-04,356
1080,JE00B24DK975,ETFS 1X DAILY SHORT WTI CRUDE OIL,SOIL.MI,DOW JONES-UBS WTI CRUDE OIL SUBINDEX,0.0103,ETC SHORT,ETFS SECURITIES,ETC,SOIL.MI,2009-05-26,2019-04-04,5275
1081,JE00B24DKC09,ETFS 1X DAILY SHORT GOLD,SBUL.MI,DOW JONES-UBS GOLD SUBINDEX,0.0103,ETC SHORT,ETFS SECURITIES,ETC,SBUL.MI,2009-05-26,2019-04-04,5869
1082,JE00B24DKH53,ETFS 1X DAILY SHORT NATURAL GAS,SNGA.MI,DOW JONES-UBS NATURAL GAS SUBINDEX,0.0103,ETC SHORT,ETFS SECURITIES,ETC,SNGA.MI,2009-05-26,2019-04-04,954
1083,JE00B24DKK82,ETFS 1X DAILY SHORT SILVER,SSIL.MI,DOW JONES-UBS SILVER SUBINDEX,0.0103,ETC SHORT,ETFS SECURITIES,ETC,SSIL.MI,2009-05-26,2019-04-04,56
1084,JE00B24DKR51,ETFS 1X DAILY SHORT WHEAT,SWEA.MI,DOW JONES-UBS WHEAT SUBINDEX,0.0103,ETC SHORT,ETFS SECURITIES,ETC,SWEA.MI,2009-05-26,2019-04-04,56
1085,JE00B24DKT75,ETFS 1X DAILY SHORT ALL COMMODITIES,SALL.MI,BLOOMBERG COMMODITY INDEX,0.0103,ETC SHORT,ETFS SECURITIES,ETC,SALL.MI,2009-05-26,2019-04-04,0
1086,JE00B24DL056,ETFS 1X DAILY SHORT AGRICULTURE,SAGRI.MI,BLOOMBERG AGRICULTURE SUBINDEX,0.0103,ETC SHORT,ETFS SECURITIES,ETC,SAGRI.MI,2009-05-26,2019-04-04,7
1087,JE00B2NFT195,ETFS 1X DAILY SHORT PLATINUM,SPLA.MI,DOW JONES-UBS PLATINUM SUBINDEX,0.0103,ETC SHORT,ETFS SECURITIES,ETC,SPLA.MI,2009-05-26,2019-04-04,44
1088,JE00B24DK538,ETFS 1X DAILY SHORT COFFEE,SCFE.MI,DOW JONES-UBS COFFEE SUBINDEX,0.0103,ETC SHORT,ETFS SECURITIES,ETC,SCFE.MI,2012-01-04,2019-04-04,20
1089,JE00B2NFT310,ETFS 1X DAILY SHORT COCOA,SCOC.MI,DOW JONES-UBS COCOA SUBINDEX,0.0103,ETC SHORT,ETFS SECURITIES,ETC,SCOC.MI,2012-01-04,2019-04-04,657
1090,JE00B24DK751,ETFS 1X DAILY SHORT CORN,SCOR.MI,DOW JONES-UBS CORN SUBINDEX,0.0103,ETC SHORT,ETFS SECURITIES,ETC,SCOR.MI,2012-01-04,2019-04-04,19
1091,JE00B24DK868,ETFS 1X DAILY SHORT COTTON,SCTO.MI,DOW JONES-UBS COTTON SUBINDEX,0.0103,ETC SHORT,ETFS SECURITIES,ETC,SCTO.MI,2012-01-04,2019-04-04,124
1092,JE00B24DKB91,ETFS 1X DAILY SHORT GASOLINE,SGAS.MI,DOW JONES-UBS UNLEADED GASOLINE SUBINDEX,0.0103,ETC SHORT,ETFS SECURITIES,ETC,SGAS.MI,2012-01-04,2019-04-04,22
1093,JE00B24DKD16,ETFS 1X DAILY SHORT HEATING OIL,SHEA.MI,DOW JONES-UBS HEATING OIL SUBINDEX,0.0103,ETC SHORT,ETFS SECURITIES,ETC,SHEA.MI,2012-01-04,2019-04-04,0
